Rejection Checked,Rejection Found,Row #,FormattedAccuracy,ErrorCode
"Subscriber Id (2010BA NM109) is required, must be left-justified, and length of 9.
The first character of Subscriber Id must be ""R"", positions 2-9 must be numeric.
Contracts for FEP that start with ""R9"" are considered test contracts and are invalid.",Value of element SBR01 has been already used in loops 2000B/2300. Elements SBR01 are expected to be different from SBR01 specified in loop 2000B and to have unique values within loop 2300 excluding 'U' value. Segment [dpe.rec.gdl.id] is defined in the gui,72,33%,0x3939477
"Subscriber ID (2010BA NM109) Required, must Be Left Justified with no embedded or trailing spaces and must be Valid Character Set A-Z,0-9,-",Segment PER (Property and Casualty Subscriber Contact Information) is used. It is not expected to be used when segment REF (Property and Casualty Claim Number) is not used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br},73,32%,0x3938B52
"If the Submission Date is not within the Effective Date Range on the ITS Prefix Table Error.
If the Prefix Validity is Based On Receipt Date, the Submission Date Must Be Within the Incur/Receipt Date Range on the ITS Prefix Table.
If the Prefix Validity is Based On Incur Date, the Statement From/To Dates Must Be Within the Incur/Receipt Date Range on the ITS Prefix Table.",Value of element DTP03 (Date - Service Date) is incorrect. Expected value for date should be within the Statement Dates range.,74,45%,0x393946E
"For Medicaid Secondary Payer claims, The Subscriber Id (2010BA NM109) must be 11 characters long. If submitter id is E6355 and the first three characters are ""BAD"", reject for eligibility.",Segment REF (Payer Secondary Identification) is used. It should not be used after National PlanID is mandated for use. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dp,75,40%,0x3938B7A
"Subscriber Address (2010BA N301) is required when Patient Is the Subscriber, Must be 55 or less in length and contain valid characters (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"").",Segment DMG (Subscriber Demographic Information) is missing. It is required when Subscriber is the Patient and Primary Search Option is utilized.,76,44%,0x3938B32
"If Subscriber Address Line 2 (2010BA N302) is present, it must be 55 or less in length and contain valid characters (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"").",Value of element REF02 (Referring CLIA Facility Identification) is incorrect. Expected value is CLIA number (format is '10 characters where the third character is 'D''). Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br,77,38%,0x3939381
"Subscriber City (2010BA N401) is required when the Patient is the Subscriber, length must be between 2 to 30 chars and must contain valid chars (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"").",Element NM104 is missing. It is required when loop 2110C is used (Subscriber is the Patient) and Primary Search Option is utilized.,78,39%,0x39392E4
Subscriber State (2010BA N402) is required when the Patient is the Subscriber and must be valid.,Element NM104 is missing. It is required when loop 2110C is used (Subscriber is the Patient) and Primary Search Option is utilized.,79,69%,0x39392E4
"Subscriber Zip Code (2010BA N403) is required when Subscriber Address (2010BA N301) is present. Subscriber Zip Code must be a Valid Zip-Code, and the zip code must be either 5 digits or 9 digits in length.",Value of element N403 is incorrect. It should be formatted as 5 or 9 digits for US Zip Code. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe.rec.dc]{br}{tab},80,50%,0x39393D2
"When Patient Relationship is 18 (SELF), the Subscriber Birth Date field must be present. Otherwise, ""Subscriber Birth Date Required When Patient Relationship Is 18 (SELF)"" will be displayed. When present, the Subscriber Birth Date field must be a valid date, or ""Subscriber Birth Date Invalid"" will be displayed. The Subscriber Birth Date field cannot be greater than the AHIN system date, or ""Subscriber Date of Birth Must Be Less Than Or Equal To System Date"" will be displayed. 
2008198013/2008218013 - added code to ""return"" out if flag ISMCD2=Y, for Medicaid secondary payer claims
2008218013 - removed MXOV from edit",Value of element DMG02 (Subscriber Birth Date) is incorrect. Value for date or start period date is expected to be a date earlier than the Transaction Creation Date.,81,39%,0x3939388
Do not allow date of birth that is over 125 years ago.,Value of element DTM06 (Coverage Period) is incorrect. Start date of period may not be after end date. Expected value is Date in format 'CCYYMMDD-CCYYMMDD' when DTM05 ='RD8'.,82,42%,0x3939387
"The Subscriber Gender Code (2010BA DMG03) must be present and equal ""M"", ""F"", or ""U"".",Segment DMG (Subscriber Demographic Information) is missing. It is required when Subscriber is the Patient and Primary Search Option is utilized.,83,33%,0x3938B32
"If Patient Relationship (2000B SBR02) is Self the Subscriber Gender Code (2010BA DMG03) is Required and Must Be M, F, or U.
If Patient Relationship (2000C SBR02) is NOT Self the Subscriber Gender Code Must Be M, F, or U if Present.","Segment DMG (Subscriber Demographic Information) is missing. It is required when Subscriber is the Patient, NM104 is not used and Primary or Required Alternate Search Option is utilized.",84,41%,0x3938B36
"If Patient Relationship (2000B SBR02) is Self the Subscriber Gender Code (2010BA DMG03) is Required and Must Be M, F, or U.",Segment DMG (Subscriber Demographic Information) is missing. It is required when Subscriber is the Patient and Primary Search Option is utilized.,85,41%,0x3938B32
"When the Subscriber 2nd ID Qualifier is present, the Subscriber 2nd ID must also be present. Otherwise, the error message ""Subscriber 2nd ID Required When Subscriber 2nd ID Qualifier Present"" will be displayed.",Value of element REF02 (Subscriber Secondary ID) is incorrect. Expected value is Social Security Number (format is '9 digits') when REF01='SY'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detect,86,48%,0x3939391
"Payer Name (2010BB NM103) is a required field. Payer Name must consist of valid characters (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"").","Segment NM1 (Other Subscriber Name) is used. It should not be used when segment NM1
(CORRECTED PRIORITY PAYER NAME) is not used.",87,33%,0x3938B52
"Payer ID Qualifier (2010BB NM108) is required and must be valid value of(PI,XV).",Value of sub-element [dpe.rec.gdl.id][dpe.par.gdl.sq]-[dpe.gdl.sq] looks invalid. Expected value is from external code list - ICD-9-CM Diagnosis code (131) and a decimal point should not be used. Diagnosis Pointer to this code is required to provide exact,88,54%,0x3939663
The Payer Primary ID Qualifier (2010BB NM108) is a required field and must be PI.,Value of element SBR01 is incorrect. Primary payer is not specified (elements SBR01 in loops 2000B/2320 do not have 'P' value). It is expected to be used when other payers are known to be involved. Segment [dpe.rec.gdl.id] is defined in the guideline at p,89,47%,0x3939460
"For ""C"" submitters, Payer ID (2010BB NM109) cannot be 00520 or 00020.",Segment REF (Payer Secondary Identification) is used. It should not be used after National PlanID is mandated for use. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dp,90,42%,0x3938B7A
"Payer Number is a required field and Must be a Valid Payer Number. Payer Number cannot be 00520, 00020, 00882, or SRRGA for commercial claims.",Segment REF (Other Payer Prior Authorization Number) is used. It should not be used when claim is being submitted for Predetermination of Benefits (CLM19='PB').,91,48%,0x3938B59
"Payer Number (2010BB NM109) is a Required Field.
Source of Pay Code (2000B SBR09) must be MB for Medicare Professional and Railroad Claims.
For Arkansas Medicare, Payer Number Must be 00520 or 07102, Out Of State Medicare Payer Number must be from the Commercial Payer List.
For Arkansas Medicare Railroad, Payer Number Must be 00882.",Value of elementREF01 (Payer Secondary ID) is incorrect. Expected value is from external code list - Health Industry Number (121) when REF01='HI'.,92,42%,0x3939348
"Summit / Anthem Managed Medicaid claims with the payer ID of PASSE Must have a Claim Filing Indicator of CI or MC
Arkansas Total Care claims with payer ID of 68069 Must have a Claim Filing Indicator of CI",COB claim balancing is failed for payer with ID '[emp.PayerID]' (NM109 in loop 2330B): total charge amount (CLM02) '[emp.ec_ClaimAmount]' does not equal sum of paid amount (AMT02 in loop 2320) and all adjustment amounts (CAS in 2320 and 2430) '[emp.ec_Adj,93,47%,0x3938EDC
"When Payer City (2010BB N401), Payer State (2010BB N402) and/or Payer Zip Code (2010 N403) is present, Payer Address Line 1 (2010BB N301) must also be present, max length 55 and contain valid characters ( BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''""). ",Value of elementREF01 (Payer Secondary ID) is incorrect. Expected value is from external code list - Health Industry Number (121) when REF01='HI'.,94,28%,0x3939348
"If present, Payer Address Line 2 (2010BB N302) must also be present, max length 55 and contain valid characters ( BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''""). ",Value of element REF02 (Referring CLIA Facility Identification) is incorrect. Expected value is CLIA number (format is '10 characters where the third character is 'D''). Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br,95,29%,0x3939381
"When Payer Address Line 1, Payer State and/or Payer Zip Code is present, Payer City (2010BB N401) must also be present, a min of 2 in length, a max of 30 in length and contain valid characters (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''""). ",Value of elementREF01 (Payer Secondary ID) is incorrect. Expected value is from external code list - Health Industry Number (121) when REF01='HI'.,96,39%,0x3939348
"When Payer City (2010BB N401), Payer State (2010BB N402) and/or Payer Zip Code (2010 N403) is present, Payer State (2010BB N402) must also be present and a valid state. ",Value of elementREF01 (Payer Secondary ID) is incorrect. Expected value is from external code list - Health Industry Number (121) when REF01='HI'.,97,33%,0x3939348
"When Payer Address Line 1, Payer City and/or Payer State is present, Payer Zip Code must also be present. 
When Payer Zip Code is present, it must contain only valid characters. It must also be valid for the particular Payer State indicated. ",Value of element REF02 (Payer Secondary ID) is incorrect. Expected value is Employer's Identification Number (format is '9 digits') when REF01='EI'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was d,98,40%,0x393938C
"Payer 2nd ID Qualifier (2010BB REF01) required when Payer 2nd ID (2010BB REF02) is present. 
Payer 2nd ID Qualifier must be (2U,EI,FY,NF). ",Segment [dpe.gdl.id] ([dpe.gdl.nm]) is missing. It is required when payer responsibility sequence 2320/SBR01 is before responsibility sequence of destination payer 2000B/SBR01.{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{ta,99,43%,0x3938BEA
