Rejection Checked,Rejection Found,Row #,FormattedAccuracy,ErrorCode
"If the communication number (2010AA PER08) is present, and the Comm number qual (2010AA PER07)contains ""TE"", ""FX"", or ""EX"" and this field is not alphanumeric or does not contain 10 digits in length, the claim will reject.
If the Communication contact number qualifier (2010AA PER07) contains ""EX"", the communication number (2010AA PER08) must contain AlphaNumeric values or the claim will reject.
If the the communication number (2010AA PER08) contains more than 256 characters, the claim will reject.

2010326002-11/30/2010-DMC-Revised per Medicare 5010 conversion.
2012009032 - 01/01/2012 - slc - added arcaid & comm

2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Segment PER (Property and Casualty Subscriber Contact Information) is used. It is not expected to be used when segment REF (Property and Casualty Claim Number) is not used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br},38,27%,0x3938B52
"If Pay To Provider Entity Type(2010AB NM102) is present, must be 1 or 2.

2010316003 - 11/23/2010 - fmb - created
2011115007 - 05/05/2011 - slc - added ARCAID & COMM
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element SBR01 is incorrect. Primary payer is not specified (elements SBR01 in loops 2000B/2320 do not have 'P' value). It is expected to be used when other payers are known to be involved. Segment [dpe.rec.gdl.id] is defined in the guideline at p,39,46%,0x3939460
"If Pay To Provider Loop (2010AB) is present, Pay To Provider Address(2010AB N301) line 1 is required. If Address Line 1 is present, it must be valid characters (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"") and length must be less than 55.

2010316003 - 11/24/2010 - fmb - created
2011115007 - 04/29/2011 - slc - added arcaid & comm
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline
2019122032 - 08/22/19 - mdf- if 2010AB address equals 2010AA address and prynum is PASSE then 
                                                      throw error.",Segment REF (Billing Provider Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used in loop 2010AA. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{b,40,47%,0x3938B78
"If Pay To Address Line 2(2010AB N302) is present, it must be valid characters (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"") and length must be less than 55.

2010316003 - 11/24/2010 - fmb - created
2011115007 - 04/29/2011 - slc - added arcaid & comm
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Segment REF (Pay-To Plan Secondary Identification) is used. It should not be used after National PlanID is mandated for use. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Coun,41,38%,0x3938B7A
"If Pay To Provider Loop (2010AB)is present, then Pay To City (2010AB N401) is required. Pay To City must be at least 2 chars long, no longer than 30, and valid chars (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"")

2010316003 - 11/24/2010 - fmb - created
2011115007 - 04/29/2011 - slc - added arcaid & comm
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element SBR01 is incorrect. Primary payer is not specified (elements SBR01 in loops 2000B/2320 do not have 'P' value). It is expected to be used when other payers are known to be involved. Segment [dpe.rec.gdl.id] is defined in the guideline at p,42,37%,0x3939460
"If Pay To Provider Loop (2010AB) is present, then the Pay To Provider State (2010AB N402) is present and must be valid.

2010316003 - 11/24/2010 - fmb - created
2011115007 - 04/29/2011 - slc - added arcaid & comm
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline
2019122032 - 08/22/19 - mdf - Only need Country of US for PASSE if the address is outside of the US.","Segment DTP (Date - Acute Manifestation) is missing. It is expected to be used when CR208 is 'A' or 'M' in loop 2300, claim involves spinal manipulation, and payer is Medicare.{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{ta",43,48%,0x3938AEA
"When PayTo Provider Zip Code (2010AB N403) present, but does not match up with the PayTo Provider State (2010AB N402) field, ""Invalid Zip Code"" is displayed. When PayTo Provider Zip Code has invalid characters (other than A-Z and 0-9), ""Contains Invalid Character(s)"" is displayed.

2010316003 - 11/23/2010 - fmb - created
2011115007 - 04/29/2011 - slc - added arcaid & comm
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline","Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when certification for DMERC is included in this claim (PWK02 = 'AD').",44,30%,0x3938AFE
"If this field is not present, then ""Payer Responsibility Sequence Code required"" will be displayed.
If this field does not equal A,B,P,S, or T then ""Payer Responsibility Sequence Code must = (A,B,P,S,T)"" will be displayed. 

01/12/2009-DMC-Created per Protrac 2008296010.
2010316003 - 11/24/2010 - fmb - removed MPA and MCAR, making their own edit
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",Value of element ST01 (Transaction Set Identifier Code) does not match to value of element GS01 (Functional Identifier Code). Expected value of GS01 is 'BE' for this transaction type. ,45,32%,0x3939440
"If Medicare is Secondary, one and only one Payer Amount Paid is allowed or the claim will reject.
Subscriber Information Responsibility (2000B/C SBR01) is required, must be “P” or “S”. If Responsibility value is ""S"" there must be at least one 2320 SBR01 with a value of “P”.


2010326002 - 11/30/2010 - fmb - created
2012313015 - 11/20/2012 - dmc - Added Medicare requirements of only one payer amount paid for secondary Medicare.
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Sub-element PLB0x-01 with value 'WO' is missing. There should be atleast one occurrence of WO when PLB0y-01= '72'.,46,41%,0x39395E4
"This edit does not apply to paper claims or VA/Dept of Defense claims (submitter id: X0020,E0386,E0450,E0161,E0727,E0728,E2182,E4454,E6014,E5894,E1842).

Adjudication Date (2330B DTP03 or 2430 DTP03) is required at the claim level or the line level when Claim Payer Responsibility (2000 SBR01) is NOT Primary, Other Subscriber Payer Responsibility (2320 SBR01) is Primary, SBR09 is MA or MB (indicating Medicare is the primary payer). When Medicare is primary, the Adjudication Date must be 30 or more days from the Medicare remittance date (claim receipt date). 

2013121027 - rmt - 10/13/2013 - edit to prevent Medicare duplicate crossovers
2014181009 - rmt - 07/24/2014 - add all lobs","Provider balancing is failed for this loop 2000. The total claims charge amount  (TS305) '[%ec_ClaimAmount1]' does not equal the sum of claim charge amounts
(CLP03) '[%ec_ClaimAmount2]'.",47,43%,0x3938ED8
"2320 / SBR01 and 2000B / SBR01 cannot have the same value

2015040025 - rmt - 02/26/2015 - 2320 / SBR01 and 2000B / SBR01 cannot have the same value",Value of element SBR01 is incorrect. Primary payer is not specified (elements SBR01 in loops 2000B/2320 do not have 'P' value). It is expected to be used when other payers are known to be involved. Segment [dpe.rec.gdl.id] is defined in the guideline at p,48,67%,0x3939460
"If this field is not present, then ""Patient Relationship Required"" will be displayed.
If this field is not equal to ""18"", then""Patient Relationship Field Must Equal 18 (Patient is Self)"" will be displayed.

2008198028 - DMC - Added ARCAID and COMM per Protrac 2008198028.
2008221008 - DMC - removed COMM from edit.
2012009032 - 01/10/2012 - slc - added MPA to edit

2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Segment INS (Dependent Relationship) is used. It is not expected to be used  for Primary or Required Alternate Search Options.,49,33%,0x3938B85
"Patient Relationship Code (2000B SBR02 or 2000C PAT01) Required and Must Be Valid Value: 01,18,19,20,21,39,40,53,G8

If Patient Relationship Code is SELF (18) the Subscriber Last Name (2010BA NM103), Subscriber First Name (2010BA NM104) and Subscriber Date of Birth (2010BA DMG02) information listed below MUST MATCH the Patient information (2010CA) when the Patient Information is Provided.

For FEP, the Patient and Subscriber ID must match when Patient Relationship is NOT SELF.

4/3/08 - rmp - 2009061006 - added BCMDPK to edit
2010246026 - 9/22/10 - slc - updated documentation.
2011091011 - 04/28/2011 - RMP - patient eligibility when state is not AR
2011119009 - 05/12/2011 - RMP - remove ""patient eligibility when state is not AR"" check for MCD2 claims
2011122035 - 05/12/2011 - RMP - remove edit requested in 2011091011 
2012009032 - 01/10/2012 - slc - mpa only allows self, moved to medicare edit 1773
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",Value of sub-element [dpe.rec.gdl.id][dpe.par.gdl.sq]-[dpe.gdl.sq] looks invalid. Expected value is from external code list - ICD-9-CM Diagnosis code (131) and a decimal point should not be used. Diagnosis Pointer to this code is required to provide exact,50,36%,0x3939663
"Patient Relationship Code (2000B/C SBR02) Must equal 01,18,19,20,21,39,40,53,G8
2011115007 - 04/28/2011 - slc - new IG Edit for Commercial.
",Value of element CL102 is incorrect. Expected value is from external code list - APoint of Origin for Admission or Visit Code (230) for Newborn.,51,39%,0x393931D
"Subscriber Group Number (2000B SBR03) must not be present if Group Name(2000B SBR04) is Present, max length 50, Must Not Equal Subscriber Member Id (2010BA NM109), and must be Valid Chars ( BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"")

2010326002 - 11/30/2010 - fmb - created
2012005016 - 01/05/2012 - slc - added arcaid
2012009032 - 01/10/2012 - slc - added comm and comparison to 2010ba nm109 from edit 3238 merge
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Segment PER (Property and Casualty Subscriber Contact Information) is used. It is not expected to be used when segment REF (Property and Casualty Claim Number) is not used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br},52,31%,0x3938B52
"Subscriber Group Name (2000B SBR04) if present, must be max length 60, and must be Valid Chars (BIG_CHARS_LIST  ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"")

2010326002 - 11/30/2010 - fmb - created
2011115007 - 04/28/2011 - slc - added COMM & ARCAID
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Segment REF (Payee Additional Identification) is missing. TIN must be carried in this REF segment when N103 is 'TJ'.,53,25%,0x3938BD4
"If Subscriber Insurance Responsibility Sequence (2000B SBR01) is ""S"" (Secondary), then Insurance Type Code (2000B SBR05) is required and must be valid value (12,13,14,15,16,41,42,43,47); 

If Subscriber Insureance Responsibility Sequence is ""P"" (Primary) the Insurance Type Code is Not Required.

09/29/2008-DMC-Added ARCAID and COMM per Protrac 2008270006.
2011115007 - 04/28/2011 - slc - removed ARCAID, COMM, and MPA.  Edit only applies to Medicare.
2012009032 - 01/10/2012 - slc - merged with edit 3071 by adding the secondary logic

2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of sub-element [dpe.rec.gdl.id][dpe.par.gdl.sq]-[dpe.gdl.sq] looks invalid. Expected value is from external code list - ICD-9-CM Diagnosis code (131) and a decimal point should not be used. Diagnosis Pointer to this code is required to provide exact,54,33%,0x3939663
"The Insurance Type Code (2000B SBR05) is not allowed unless the destination payer is Medicare.
2015141010 - rmt - 11/23/2015 - removed MPA ","Value of element CL103 is incorrect. It looks like a local code from code list 239 -
Patient Status. It's not allowed to use local codes after compliance date under the
HIPAA rules.",55,40%,0x393934D
"The Source of Pay Code is required on ALL Claims.
If Medicare claim, the Source of Pay Code must be MB.
If Access Only, the Source of Pay code must be BL.
For Medipak Advantage claims, the Claim Filing Indicator Source of Pay must be BL ,HM ,FI, CI, MA, or MC.

05/30/2007-DMC- Added code for Access Only.
12/18/2008-RMP- removed 09, not valid for 5010
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline
2015141010 - 10/01/2015 - rmt - for MPA ""OF"" is invalid
2016027024 - 02/09/2016 - rmt - updated mpa list of valid values",Value of elementREF01 (Payer Secondary ID) is incorrect. Expected value is from external code list - Health Industry Number (121) when REF01='HI'.,56,36%,0x3939348
